,text
51,"['물리학', '자연', '현상', '과학', '탐구', '이해', '학문', '관찰', '실험', '필수', '획득', '실험', '결과', '이론', '체계', '비교', '설명', '가지', '성공', '결과', '해석', '물리학', '지식', '체계', '과정', '기초', '실험', '결과', '일반', '물리학', '시간', '내용', '비교', '주제', '이해', '학생', '실험', '문제', '해결', '방법', '도움', '이론', '일반', '물리학', '개념', '실험', '이해', '일반', '물리학', '주제', '일상', '생활', '역학', '실험', '구성', '길이', '정밀', '측정', '시작', '자유낙하', '운동', '뉴턴', '법칙', '에너지', '운동량', '보존', '법칙', '시간', '내용', '실험', '확인', '기회', '일반', '물리학', '이론', '내용', '실험', '확인', '이해', '학생', '실험', '실험', '문제', '해결', '방법', '해당', '학과', '개설', '일반', '물리학', '실험', '수강', '원칙', '해당', '실험실', '사정', '일부', '실험', '종목', '사항', '공학', '계산기', '일반', '물리', '실험교', '지참', '실험', '부상', '노출', '복장', '실험', '반시', '태도', '점수', '실험실', '음식물', '반입', '반시', '태도', '점수', '제물', '기말', '과제', '제외', '대면', '실험', '리포트', '기말', '과제', '태도', '삭감', '점수', '점수', '기말', '과제', '결석', '상황', '위원회', '결정', '동영상', '대체']"
52,"['물리학', '자연', '현상', '과학', '탐구', '이해', '학문', '관찰', '실험', '필수', '획득', '실험', '결과', '이론', '체계', '비교', '설명', '가지', '성공', '결과', '해석', '물리학', '지식', '체계', '과정', '기초', '실험', '결과', '일반', '물리학', '시간', '내용', '비교', '주제', '이해', '학생', '실험', '문제', '해결', '방법', '도움', '이론', '일반', '물리학', '개념', '실험', '이해', '일반', '물리학', '주제', '일상', '생활', '역학', '실험', '구성', '길이', '정밀', '측정', '시작', '자유낙하', '운동', '뉴턴', '법칙', '에너지', '운동량', '보존', '법칙', '시간', '내용', '실험', '확인', '기회', '일반', '물리학', '이론', '내용', '실험', '확인', '이해', '학생', '실험', '실험', '문제', '해결', '방법', '해당', '학과', '개설', '일반', '물리학', '실험', '수강', '원칙', '해당', '실험실', '사정', '일부', '실험', '종목', '사항', '공학', '계산기', '일반', '물리', '실험교', '지참', '실험', '부상', '노출', '복장', '실험', '반시', '태도', '점수', '실험실', '음식물', '반입', '반시', '태도', '점수', '제물', '기말', '과제', '제외', '대면', '실험', '리포트', '기말', '과제', '태도', '삭감', '점수', '점수', '기말', '과제', '결석', '상황', '위원회', '결정', '동영상', '대체']"
53,"['컴퓨터시스템', '구조', '동작원리', '운영체제', '데이터베이스', '핵심', '기술', '포괄', '리눅스운영체제', '사용법', '개론', '내용', '간접', '확인', '실습', '진행', '4차산업혁명', '시대', '핵심', '기술', '동향', '공학', '분야', '역할', '생각', '시간', '컴퓨터시스템', '구조', '동작원리', '운영체제', '데이터베이스', '네트워크', '핵심', '기술', '프로그램', '컴퓨터', '동작', '과정', '이해', '쉘명령어', '환경변수', '방법', '패키지관리', '검색', '압축', '컴파일러', '핵심', '도구', '방법', '스크립트', '작성', '방법', '리눅스', '백업', '방법', '서버', '구성', '접속', '네트워크', '구성', '방법', '향후', '리눅스운영체제', '방법', '4차산업혁명', '핵심기술', '빅데이터', '블록체인', '클라우드', '모바일', '동향', '향후', '전망', '4차산업혁명', '공학', '분야', '역할']"
54,"['컴퓨터시스템', '구조', '동작원리', '운영체제', '데이터베이스', '핵심', '기술', '포괄', '리눅스운영체제', '사용법', '개론', '내용', '간접', '확인', '실습', '진행', '4차산업혁명', '시대', '핵심', '기술', '동향', '공학', '분야', '역할', '생각', '시간', '컴퓨터시스템', '구조', '동작원리', '운영체제', '데이터베이스', '네트워크', '핵심', '기술', '프로그램', '컴퓨터', '동작', '과정', '이해', '쉘명령어', '환경변수', '방법', '패키지관리', '검색', '압축', '컴파일러', '핵심', '도구', '방법', '스크립트', '작성', '방법', '리눅스', '백업', '방법', '서버', '구성', '접속', '네트워크', '구성', '방법', '향후', '리눅스운영체제', '방법', '4차산업혁명', '핵심기술', '빅데이터', '블록체인', '클라우드', '모바일', '동향', '향후', '전망', '4차산업혁명', '공학', '분야', '역할']"
55,"['자연과학', '공학', '기초', '변수', '함수', '미분', '적분', '공부', '함수', '극한', '연속', '미분', '적분', '기초', '개념', '이해', '함수', '미분법', '적분법', '공부', '평면곡선', '표현', '가지', '방법', '이해', '극좌표', '매개변수방정식', '미분', '분법', '공부', '마지막', '무한급수', '테일러급수', '기존', '함수', '해결', '가지', '문제', '해결', '제시', '변수', '함수', '극한', '미분', '적분', '응용', '매개변수방정식', '무한급수', '기본원리', '이해', '응용', '토대', '공업수학', '기초', '과학', '연구', '기초', '마련']"
56,"['자연과학', '공학', '기초', '변수', '함수', '미분', '적분', '공부', '함수', '극한', '연속', '미분', '적분', '기초', '개념', '이해', '함수', '미분법', '적분법', '공부', '평면곡선', '표현', '가지', '방법', '이해', '극좌표', '매개변수방정식', '미분', '분법', '공부', '마지막', '무한급수', '테일러급수', '기존', '함수', '해결', '가지', '문제', '해결', '제시', '변수', '함수', '극한', '미분', '적분', '응용', '매개변수방정식', '무한급수', '기본원리', '이해', '응용', '토대', '공업수학', '기초', '과학', '연구', '기초', '마련']"
57,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
58,"['자료', '데이터', '컴퓨터공학', '중요', '구성', '요소', '하나', '빅데이터', '효과', '활용', '자료', '효율', '구성', '저장', '중요', '기술', '이슈', '컴퓨터공학', '자료', '개념', '정의', '자료', '효과', '구성', '저장', '활용', '방법', '소프트웨어', '엔지니어링', '자료구조', '효과', '정의', '활용', '방법', '실습', '과제', '이론', '내용', '바탕', 'c++언어', '자료구조', '알고리즘', '실제', '구현', '스택', '리스트', '탐색', '정렬', '이진트리', '그래프', '응용', '적용', '사례', '과제', '실습', '객체지향프로그램', '자료', '추상', '이해', '자료구조', '개념', '이해', '자료', '구성', '저장', '액세스', '효과', '방안', '대료', '자료', '구조', '리스트', '스택', '트리', '그래프', '자료구조', '활용', '방법']"
59,"['디지털논리회로', '설계', '해석', '필요', '이론', '주요', '교과', '내용', '부울대수', '논리함수', '표현', '간략화기법', '상용논리소자', '인코더', '디코더', '멀티플렉서', '플립플롭', '종류', '동작', '특성', '최종', '조합', '논리', '회로', '순차', '논리', '회로', '설계', '해석', '방법', '학점', '시간', '이론', '시간', '실험', '운영']"
60,"['대학', '계열', '학과', '특성', '진행', '학술영어', '학술영어', '글쓰기', '필요', '영어', '능력', '함양', '계열', '교과', '미래', '직업', '내용', '발표', '토론', '능력', '함양', '통합', '교육']"
61,"['대학생', '계산', '이론', '개념', '소개', '추가', '연구', '관심', '유발', '모델', '의존', '효과', '체계', '무시', '구체', '계산', '문제', '일반', '원칙', '예시', '간주', '계산', '모델', '발견', '일반', '계산', '본질', '특성', '검토', '가지', '주요', '주제', '우려', '튜링', '기계', '프로그램', '동일', '때문', '계산', '모델', '형성', '의미', '계산', '능력', '이것', '때문', '우리', '그것', '일반', '계산', '질문', '어려움', '직면', '우리', '해결', '가능', '재귀', '영역', '우리', '난치성', '발견', '과정', '오토마타', '계산', '가지', '계산', '이론', '영역', '오토마타', '이론', '컴파일러', '과정', '알고리즘', '과정', '설계', '분석', '복잡도', '이론', '필수', '기초', '과정', '계산', '진짜', '영역', '컴퓨터', '계산', '계산', '이론', '이해', '계산', '모형', '형식언어', '이해', '계산', '가능', '이론', '이해', '증명', '문제', '결정', '가능', '명제', '증명', '과정', '계산', '무엇', '계산', '과정', '컴퓨터', '모델', '추상', '구조', '형식', '언어', '세기', '최고', '언어학자', '가지', '종류', '언어', '구성', '언어', '계층', '공부', '형식언어', '이론', '현대', '프로그래밍언어', '컴파일러', '구성', '방법', '적용']"
62,"['선형대수', '개념', '응용', '선형대수', '전산학', '전반', '중요', '기초', '학문', '숙지', '전산학', '응용']"
63,"['인공지능', '데이터마이닝', '컴퓨터네트워크', '다양', '컴퓨터공학', '분야', '필수', '기초', '확률', '이론', '확률', '변수', '개념', '기초', '이론', '중점', '확률', '이론', '구체', '확률변수', '분포함수', '기댓값', '조건부기대값', '확률', '과정', '개념', '이해', '분야', '이용', '수학', '기초', '제공']"
64,"['ICT융합', '학부', '수강', '기호논리학', '기호논리학', '핵심', '문장', '조건', '문장', '정량', '문장', '논리', '문장', '개념', '제시', '문장', '정형', '검증', '증명방법', '소개', '기본', '기호논리학', '근간', '핵심', '문장', '조건', '문장', '정량', '문장', '논리', '주장', '개념', '문장', '논리', '증명', '진리표', '항진', '여부', '별법', '증명', '순유', '증명', '정형', '증명법', '제거', '규칙', '정형', '증명법', '다양', '증명', '방법', '효과', '달성', '다양', '소프트웨어', '활용', '스마트러닝', '플립', '러닝', '진행', '수강', '오프라인', '시간', '각종', '개념', '복습', '각자', '수준', '시간', '소프트웨어', '각자', '실행', '논리학', '다양', '주요', '개념', '숙지']"
65,"['ICT융합', '학부', '수강', '기호논리학', '기호논리학', '핵심', '문장', '조건', '문장', '정량', '문장', '논리', '문장', '개념', '제시', '문장', '정형', '검증', '증명방법', '소개', '기본', '기호논리학', '근간', '핵심', '문장', '조건', '문장', '정량', '문장', '논리', '주장', '개념', '문장', '논리', '증명', '진리표', '항진', '여부', '별법', '증명', '순유', '증명', '정형', '증명법', '제거', '규칙', '정형', '증명법', '다양', '증명', '방법', '효과', '달성', '다양', '소프트웨어', '활용', '스마트러닝', '플립', '러닝', '진행', '수강', '오프라인', '시간', '각종', '개념', '복습', '각자', '수준', '시간', '소프트웨어', '각자', '실행', '논리학', '다양', '주요', '개념', '숙지']"
66,"['월요일', '동영상', '이론', '영어', '금요일', '라이브', '연습', '한국어', '클래스', '변수', '개념', '입력', '출력', '함수', '추상화', '연구', '파이썬', '조건', '루프', '재귀', '프로그램', '제어', '구조', '클래스', '객체', '파이썬', '라이브러리', '개념', '이해', '프로그래밍', '연습', '변수', '연산자', '함수', '프로그래밍', '이해', '프로그램', '흐름', '설계', '문제', '해결', '프로그램', '설계']"
67,"['월요일', '동영상', '이론', '영어', '금요일', '라이브', '연습', '한국어', '클래스', '변수', '개념', '입력', '출력', '함수', '추상화', '연구', '파이썬', '조건', '루프', '재귀', '프로그램', '제어', '구조', '클래스', '객체', '파이썬', '라이브러리', '개념', '이해', '프로그래밍', '연습', '변수', '연산자', '함수', '프로그래밍', '이해', '프로그램', '흐름', '설계', '문제', '해결', '프로그램', '설계']"
68,"['산업', '혁명', '시대', '대표', '창의', '혁신', '기술', '관심', '학생', '대상', '강사', '다양', '교수', '초청', '기술', '미래', '직업', '트렌드', '소개', '3D프린팅', '빅데이터', '자율', '주행', '로봇', '바이오헬스케어', '블록체인', '산업', '사회', '환경', '변화', '학생', '미래', '사회', '요구', '이해', '논의', '학생', '미래', '경험', '기술', '세계', '무엇', '이해', '부문', '공부', '커리큘럼', '아이디어', '개발', '학생', '미래', '학제', '컴퓨팅', '전문가', '현실', '이미지']"
69,"['4차산업혁명', '시대', '주목', '인공지능', '기초', '이론', '인공지능', '이론', '부분', '파이썬', '프로그래밍언어', '머신러닝', '딥러닝', '라이브러리', '활용', '코딩', '실습', '교육', '진행', '인공지능', '이해', '파이썬', '프로그래밍언어', '이해', '인공지능', '실습', '인공지능', '이해']"
70,"['4차산업혁명', '시대', '주목', '인공지능', '기초', '이론', '인공지능', '이론', '부분', '파이썬', '프로그래밍언어', '머신러닝', '딥러닝', '라이브러리', '활용', '코딩', '실습', '교육', '진행', '인공지능', '이해', '파이썬', '프로그래밍언어', '이해', '인공지능', '실습', '인공지능', '이해']"
71,"['과학', '공학', '이공계', '학생', '대상', '물리학', '원리', '개념', '주요', '내용', '뉴턴역학', '파동', '열역학', '사태', '진정', '관계', '원격수업', '기반', '성실', '학생', '학생', '직접', '유도', '수동', '학생', '유의', '수강신청', '물리', '인식', '탈피', '주위', '일상', '자연현상', '일상', '생활', '사물', '이해', '관심', '물리', '흥미', '물리', '인식', '전환', '예정', '단위', '중요', '강조', '물리학', '벡터', '기초', '지식', '습관화', '유도', '수식', '전개', '개념', '설명', '학생', '관심', '유도', '교재', '내용', '학생', '공부', '문제', '풀이', '과제', '계획', '능동', '평소', '본인', '질문', '토의', '게시판', '학생', '항목', '점수', '부과', '대체', '기간', '내용', '문답', '이해', '확인', '평가', '평가', '이상', '결석', '수업', '양방', '향임', '명심', '수동', '적극', '참여', '교재', '본문', '확인', '문제', '본문', '내용', '연장선', '이해', '질문', '나중', '성실', '직결', '참여', '과제', '의논', '이해', '공부', '장려', '출시', '각자', '본인', '능력', '작성', '원칙', '과제', '경우', '작성자', '학생', '처리']"
72,"['자연과학', '기초', '물리학', '이공계', '학생', '이해', '문제', '중요', '물리', '법칙', '개념', '파악', '실제', '자연현상', '형식', '적용', '이해', '능력', '물리학', '원리', '개념', '파악', '적용', '연습문제', '문제', '풀이']"
73,"['자연과학', '공학', '기초', '변수', '함수', '미분', '적분', '공부', '함수', '극한', '연속', '미분', '적분', '기초', '개념', '이해', '함수', '미분법', '적분법', '공부', '평면곡선', '표현', '가지', '방법', '이해', '극좌표', '매개변수방정식', '미분', '분법', '공부', '마지막', '무한급수', '테일러급수', '기존', '함수', '해결', '가지', '문제', '해결', '제시', '변수', '함수', '극한', '미분', '적분', '응용', '매개변수방정식', '무한급수', '기본원리', '이해', '응용', '토대', '공업수학', '기초', '과학', '연구', '기초', '마련']"
74,"['자연과학', '공학', '기초', '변수', '함수', '미분', '적분', '공부', '함수', '극한', '연속', '미분', '적분', '기초', '개념', '이해', '함수', '미분법', '적분법', '공부', '평면곡선', '표현', '가지', '방법', '이해', '극좌표', '매개변수방정식', '미분', '분법', '공부', '마지막', '무한급수', '테일러급수', '기존', '함수', '해결', '가지', '문제', '해결', '제시', '변수', '함수', '극한', '미분', '적분', '응용', '매개변수방정식', '무한급수', '기본원리', '이해', '응용', '토대', '공업수학', '기초', '과학', '연구', '기초', '마련']"
75,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', 'PBL(문제해결학습)', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
76,"['디자인', '관심', '디자인', '소양', '배양', '공학도', '미학', '관심', '디자인', '학생', '서양미학사', '기초', '지식', '예술', '소양', '배양', '프로그램', '경험', '디자인공학', '학생', '디자인공학', '시작', '수강', '교과', '디자인공학', '융합', '학생', '서양', '미학', '이론', '공학디자이너', '정서', '소양', '배양', '서양미술사', '미술', '치료', '음악', '감상', '정서', '치료', '감성적훈련', '이론', '전시', '공연', '감상', '방법', '현장', '체험', '발표', '디자이너', '정서', '잠재력', '개발', '공학도', '학생', '미학', '지식', '공학', '인터', '액션', '다양', '관점', '미학', '응용', '실전', '지식', '배양']"
77,"['가상현실', '증강현실', '활용', '특수', '목적', '교육', '쇼핑', '엔터', '사회', '전반', '확산', '가상현실', '증강현실', '발전', '국내', '전문가', '부재', '전문', '인력', '필요', '실정', '문제', '해결', '증강', '가상현실', '제작', '도구', '습득', '기반', '창의', '아이디어', '도출', '어플리케이션', '제작', '가상', '증강현실', '기획력', '모바일', '어플리케이션', '개발', '주도', '프로젝트', '능력', '목적', '제시', '프로젝트', '발상', '토론', '과정', '문제', '해결', '창의', '결과물', '경험', '기초', '차후', '가상현실', '유니티', '선수', '가상현실', '개념', '기술', '전반', '이해', '활용', '방법', '차원', '공간', '구현', '활용', '모바일', '기반', '가상현실', '공간', '구성', '활동', '각자', '역할', '가상현실', '콘텐츠', '개발', '이수', '활용', '차원', '콘텐츠', '개발', '가상현실', '콘텐츠', '개발', '자체', '능력', '취득']"
78,"['디자인', '사고력', '아이디어', '표현', '정리', '기초', '드로잉', '기술', '전개', '방법', '습득', '데이터베이스', '능력', '방법', '터득', '컴퓨터드로잉', '그래픽스', '2D프로그램', '자유자재', '활용', '운영', '능력', '프로그램', '효율', '방법', '기술', '적용', '기초', '핸드드로잉', '기술', '아이디어', '표현', '능력', '터득', '2D프로그램', '운영', '능력', '효율', '방법', '드로잉', '표현', '적용', '이론', '실습', '이론', '대면', '실습', '대면', '진행', '진행', '수강', '방식', '주차', '조정']"
79,"['효율', '프로그램', '설계', '구현', '필수', '요소', '하나', '자료', '구조', '공통', '자료구조', '개념', '구조', '그것', '응용', '프로그래밍', '능력', '고양', '창의', '문제', '해결', '능력', '고취', '교재']"
80,"['ICT융합', '학부', '수강', '대상', '소프트웨어개발', '흐름', '대두', '오픈소스SW', '근간', '유닉스', '리눅스', '인터넷', '개발', '방법', '소개', 'ICT융합', '학부', '교육', '과정', '오픈소스SW', '주요', '개념', '이해', '근간', '유닉스', '리눅스', '인터넷', '기본기', '개발', '방법론', '향후', '다양', '소프트웨어개발', '코딩', '수강', '오픈소스SW', '적극', '활용', '기틀', '제공', '미만', '수강', '진행', '이론', '실시간', '원격수업', '이후', '진행', '실습', '실시간', '원격수업', '학생', '투표', '결정', '예정', '진행', '예정']"
81,"['게임디자인', '이론', '게임디자인', '분석', '프레임워크', '게임디자인', '원칙', '흥미', '과제', '소개', '프로토타입', '제작', '테스트', '반복', '과정', '설명', '게임디자인', '가지', '이론', '학생', '소개', '이론', '바탕', '학생', '게임', '디자인']"
82,"['뮤직프로덕션', '업무', '활용', '테크놀로지', '업무', '단계', '음악', '음향학', '악기', '구조', '뮤직프로덕션', '연관', '분야', '믹싱콘솔', '레코더', '마이크로폰', '스피커', '구성', '시스템', '기능', '역할', '이해', '컴퓨터', '기반', 'MIDI미디', '이용', '녹음', '편집', '믹싱', '테크닉', '음악', '제작', '미디어프로덕션', '요구', '프로덕션', '테크닉', '강의식', '수업', '시연', '학생', '실습', '과제', '구성', '뮤직프로덕션', '업무', '개념', '단계', '이해', '음악음향학', '악기', '구조', '이해', '뮤직프로덕션', '활용', '믹싱콘솔', '마이크', '시그널프로세서', '기능', '시스템', '기능', '특성', '이해', '음향', '신호', '연결', '전송', '조정', '기능', '이해']"
83,"['효율', '프로그램', '설계', '구현', '필수', '요소', '하나', '자료', '구조', '공통', '자료구조', '개념', '구조', '그것', '응용', '프로그래밍', '능력', '고양', '창의', '문제', '해결', '능력', '고취', '교재']"
84,"['ICT융합', '학부', '수강', '대상', '소프트웨어개발', '흐름', '대두', '오픈소스SW', '근간', '유닉스', '리눅스', '인터넷', '개발', '방법', '소개', 'ICT융합', '학부', '교육', '과정', '오픈소스SW', '주요', '개념', '이해', '근간', '유닉스', '리눅스', '인터넷', '기본기', '개발', '방법론', '향후', '다양', '소프트웨어개발', '코딩', '수강', '오픈소스SW', '적극', '활용', '기틀', '제공', '미만', '수강', '진행', '이론', '실시간', '원격수업', '이후', '진행', '실습', '실시간', '원격수업', '학생', '투표', '결정', '예정', '진행', '예정']"
85,"['공학', '기기', '제품', '환경', '설계', '인간', '심리', '행태', '조화', '인간', '심리', '특성', '이해', '필요', '교과', '인간', '인지', '특성', '인간', '정보', '습득', '방법', '선택', '주의력', '판단', '오류', '과정', '시각', '정보', '왜곡', '인지부조화', '선입견', '편견', '통계', '왜곡', '언어', '인식', '장애', '인터페이스', '설계', '감성', '방법', '인적오류', '최소', '감성', '경험', '극대', '공학적설계', '원리', '질문', '활용', '방법', '연습', 'UI와UX', 'HCI(인간-컴퓨터상호작용)', '인지인간공학', '사용자중심설계', '디자인', '분야', '필요', '개념', '습득', '공학도', '심리', '특성', '이해', '서비스', '제품', '제작', '소양', '시스템', '오류', '유발', '서비스', '불편', '제품', '완전', '해소', '개념', '방법론', '공학', '심리', '이론', '활용', '활동', '실시', '이론', '진행', '토론', '주제', '논의', '내용', '습득', '확인', '개별', '과제', '기말', '프로젝트', '이후', '팀원', '상호', '개인', '기여', '주의', '팀플레이', '적극']"
86,"['벡터', '행렬', '특징', '이해', '선형방정식', '활용', '이해', '벡터', '행렬', '특성', '선형', '변환', '대각', '주제', '활용', '이해']"
87,"['ICT기술', '기반', '미디어컨버전스', '시대', '도래', '미디어', '방송', '다채널', '유료', '방송', '스마트', '미디어', '디지털', '융복합', '미디어', '등장', '융복합미디어', '등장', '미디어', '기반', '방송', '영화', '음악', '게임', '광고', '마케팅', '콘텐츠', '산업', '변화', '초래', '과제', '개발', '융복합미디어', '개론', '학생', '융복합', '미디어', '소개', '융복합', '미디어', '방송', '영화', '음악', '게임', '광고', '마케팅', '콘텐츠', '산업', '혁명', '변화', '초래', '첫째', '학생', '스마트', '미디어', '융복합', '미디어', '개념', '지식', '둘째', '융복합', '미디어', '미디어', '산업', '영향', '사례', '중심', '셋째', '페이스북', '미디어', '기업', '방문', '학생', '현장', '체험', '넷째', '융복합', '미디어', '기반', '비즈니스모델', '소개', '4차산업혁명', 'ICT융합시대', '필요', '융합', '인재', '양성', '기본', '사례', '발표', '중심', '운영', 'ICT융합', '학부', '미디어', '테크놀로지', '학생', '융복합미디어', '미디어', '커뮤니케이션', '영역', '이해도', '이론', '바탕', '실제', '사례', '구체', '교수', '병행', '학생', '페이스북', '소셜미디어', '기업', '방문', '현장', '실습', '방식', '운영']"
88,"['인공지능', '지적', '호기심', '충족', '이론', '예제', '인공지능', '이해', '필요', '확률', '집합론', '수학', '이론', '인공지능', '논리', '실생활', '사례', '전반', '내용', '현실', '실생활', '예제', '인공지능', '시스템', '원리', '특징', '해결', '과정', '인공지능', '분야', '핵심', '전문가', '시스템', '인공신경망', '퍼지', '시스템', '진화연산', '주요', '기술', '지능', '시스템', '구성', '원리', '지능', '시스템', '활용', '기초', '지식', '인공지능', '활용', '실제', '사례', '이해']"
89,"['정보시스템', '개발', '운영', '언어', '자바', '개념', '응용', '방법', '세부', '자바', '언어', '구조', '분석', '연산자', '제어구조', '객체지향프로그래밍', '클래스', '메소드', '프로세스', '자바', '언어', '구조', '분석', '연산자', '제어구조', '객체지향프로그래밍', '클래스', '메소드', '프로세스', '자바', '프로그래밍', '필요', '지식', '습득', '초급', '자바', '프로그래머', '지식', '프로그래머', '희망', '학생', '프로그래머', '논리', '사고', '능력', '배양']"
90,"['기호논리학', '기초', '증명', '작성', '방법', '증명', '이해', '방법', '공부', '불리언대수체계', '논증과정', '증명시스템', '내용', '내용', '학부', '프로그램', '설계', '검증', '능력', '기초', '내용', '명제논리', '1차술어논리', '논리문장', '작성', '방법', '논리문장', '작성', '주장', '정형', '검증', '증명']"
91,"['프로그램', '구성', '단위', '제어구조', '설계', '작성', '방법', '프로그래밍', '사전', '지식', '필요', '파이썬', '언어', '영향', '실시간', '진행', '기말시험', '가능', '오프라인', '진행', '프로그램', '작성', '원리', '프로그램', '작성', '문제', '중심', '방식', '진행', '주제', '문제', '문제', '원리', '시간', '실시간', '습득', '시간', '실습', '내용', '복습', '프로그래밍', '과제', '해결', '능력', '내용', '활용', '조별', '과제', '보드게임', '카드', '게임', '항목', '제안', '구현', '발표', '시연', '시험']"
92,"['인공지능', '개념', '설명', '딥러닝', '방식', '역전파', '내용', '계산', '그래프', '기법', '시각', '전반', '이론', '실습', '파이썬', '언어', '인공지능', '방식', '교수', '역량', '실질', '예제', '이해']"
93,"['과학', '공학', '이공계', '학생', '대상', '물리학', '원리', '개념', '주요', '내용', '뉴턴역학', '파동', '열역학', '사태', '진정', '관계', '원격수업', '기반', '성실', '학생', '학생', '직접', '유도', '수동', '학생', '유의', '수강신청', '물리', '인식', '탈피', '주위', '일상', '자연현상', '일상', '생활', '사물', '이해', '관심', '물리', '흥미', '물리', '인식', '전환', '예정', '단위', '중요', '강조', '물리학', '벡터', '기초', '지식', '습관화', '유도', '수식', '전개', '개념', '설명', '학생', '관심', '유도', '교재', '내용', '학생', '공부', '문제', '풀이', '과제', '계획', '능동', '평소', '본인', '질문', '토의', '게시판', '학생', '항목', '점수', '부과', '대체', '기간', '내용', '문답', '이해', '확인', '평가', '평가', '이상', '결석', '수업', '양방', '향임', '명심', '수동', '적극', '참여', '교재', '본문', '확인', '문제', '본문', '내용', '연장선', '이해', '질문', '나중', '성실', '직결', '참여', '과제', '의논', '이해', '공부', '장려', '출시', '각자', '본인', '능력', '작성', '원칙', '과제', '경우', '작성자', '학생', '처리']"
94,"['컴퓨터시스템', '구조', '동작원리', '운영체제', '데이터베이스', '핵심', '기술', '포괄', '리눅스운영체제', '사용법', '개론', '내용', '간접', '확인', '실습', '진행', '4차산업혁명', '시대', '핵심', '기술', '동향', '공학', '분야', '역할', '생각', '시간', '컴퓨터시스템', '구조', '동작원리', '운영체제', '데이터베이스', '네트워크', '핵심', '기술', '프로그램', '컴퓨터', '동작', '과정', '이해', '쉘명령어', '환경변수', '방법', '패키지관리', '검색', '압축', '컴파일러', '핵심', '도구', '방법', '스크립트', '작성', '방법', '리눅스', '백업', '방법', '서버', '구성', '접속', '네트워크', '구성', '방법', '향후', '리눅스운영체제', '방법', '4차산업혁명', '핵심기술', '빅데이터', '블록체인', '클라우드', '모바일', '동향', '향후', '전망', '4차산업혁명', '공학', '분야', '역할']"
95,"['자연과학', '공학', '기초', '변수', '함수', '미분', '적분', '공부', '함수', '극한', '연속', '미분', '적분', '기초', '개념', '이해', '함수', '미분법', '적분법', '공부', '평면곡선', '표현', '가지', '방법', '이해', '극좌표', '매개변수방정식', '미분', '분법', '공부', '마지막', '무한급수', '테일러급수', '기존', '함수', '해결', '가지', '문제', '해결', '제시', '변수', '함수', '극한', '미분', '적분', '응용', '매개변수방정식', '무한급수', '기본원리', '이해', '응용', '토대', '공업수학', '기초', '과학', '연구', '기초', '마련']"
96,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '한양', '핵심', '역량', '진단', '분야', '이해']"
97,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
